ID,Trial_Number,Keyboard_Type,Repetition_Order,WPM,WER
8,96,A,3,71.68211822,0
9,8,C,2,74.18820099,0.008895796
9,70,C,4,102.0209471,0.326730447
6,12,C,1,11.92592147,0
8,7,A,4,57.41904284,0
8,15,C,2,63.48199924,0
5,50,A,5,34.20523123,0.003480853
10,35,B,5,64.20021705,0
9,67,B,4,94.45868023,0
5,17,B,2,49.87792905,0
9,79,C,4,39.12282649,0
2,93,A,3,59.01192339,0.002407428
5,68,C,2,36.23998881,0.001645543
4,83,B,5,87.66933289,0.001627164
1,24,A,5,49.76266841,0
3,35,C,2,80.11127073,0
5,89,C,2,50.66500065,0.000391135
8,68,C,4,70.67782536,0.002371111
2,45,B,4,73.64756106,0
1,64,B,3,91.23848347,0.002517065
6,10,A,1,22.06115061,0.004562532
7,74,C,2,61.27401128,0
4,55,A,5,77.72876987,0.012361972
3,77,B,4,66.07121828,0
6,78,B,2,78.83570462,0.000343234
6,96,B,3,73.61145361,0
4,21,B,3,81.53731934,0
1,22,B,5,27.817411,0.005726896
8,73,C,5,58.75518951,0
6,40,C,4,104.9257082,0
5,63,A,1,10.446521,0
10,14,A,4,69.90331169,0
6,12,B,3,56.62091802,0.01002675
10,20,C,2,50.24802089,0.001355265
4,86,B,1,15.37991637,0.010536951
2,3,B,5,64.38504374,0
6,69,A,2,46.44510703,0.006318547
8,2,C,5,72.34553914,0
4,61,C,5,75.7485117,0.000754839
9,17,B,3,79.47102713,0.002324523
9,56,C,4,75.58656043,0
6,29,C,5,34.46300913,0.003406329
1,50,C,3,113.6500176,0.331171359
5,47,B,5,42.86225099,0.005769892
5,92,A,2,59.52247284,0.004244968
2,81,B,2,29.51363778,0.015743547
5,1,A,5,53.20977878,0.000265218
8,4,B,3,57.58570572,0.002624967
6,93,B,3,83.43310318,0
10,43,A,3,46.04422198,0.003035257
9,81,B,2,55.82794263,0.005499116
10,63,C,5,44.19877924,0.00607023
9,92,A,1,13.68631963,0
10,73,A,2,49.19844163,0
6,40,A,4,111.2948428,0
10,46,B,2,27.80058742,0.001889954
4,70,C,3,69.3506001,0
6,92,A,3,90.34928015,0.006694203
8,13,C,4,60.43406611,0.007024326
3,78,B,3,57.19704128,0
6,14,C,2,62.2938403,0
1,78,C,5,50.3761552,0.012826623
1,53,B,2,48.86350366,0.004321249
10,36,B,1,17.31631375,0
3,39,A,2,58.58279076,0.005816274
10,47,C,2,62.48095936,0.004426571
10,18,C,3,53.16269706,0
4,77,B,3,86.32651882,0
10,43,A,4,56.42252106,0.006191745
10,35,C,4,74.54298714,0.003693397
1,2,A,3,48.58717529,0.004702294
1,59,C,1,17.43413102,0
3,60,C,2,60.14287918,0.002188981
9,26,B,5,71.20536536,0.001820691
8,76,A,1,17.18157904,0.007893753
9,90,A,4,97.99781283,0.009201706
8,10,B,2,80.1500336,0
3,19,A,2,66.87060586,0
5,16,B,4,22.79407601,0.002323522
6,30,B,3,73.27791151,0
1,80,B,2,41.70221115,0.002054153
7,29,C,5,48.31260923,0.002006549
7,90,C,1,14.15007066,0.009592261
10,74,A,4,65.82359177,0
4,87,B,3,73.15058737,0
4,23,B,1,25.42319519,0.002588857
1,49,A,4,70.52136952,0.003027156
1,58,B,3,56.28463951,0
8,7,A,5,66.15788811,0
1,10,A,5,50.19190052,0.001085432
1,83,B,4,83.94434056,0
4,58,C,3,93.63783899,0.00298714
6,87,B,3,81.49399468,0
2,37,A,5,55.67835158,0.000387616
5,78,C,5,32.36001934,0
1,41,A,4,98.87903195,0
8,19,A,1,14.79847083,0.000395625
5,37,A,3,55.51855131,0
1,11,B,4,58.4732871,0.342595348
7,30,B,2,46.32591001,0.006795917
2,80,C,4,55.25720561,0.004730748
3,45,B,2,74.09756558,0.001000685
4,2,B,4,65.45842173,0.003021589
8,53,A,4,65.05935418,0
9,19,C,5,113.2691395,0.000527747
7,53,A,5,32.0482082,0.007093596
7,38,C,4,47.31592575,0.005179319
10,87,B,2,14.96055816,0.005563458
4,9,A,2,99.58702682,0
2,40,A,3,74.45801964,0.004742461
8,40,C,3,69.95125637,0
8,36,A,4,80.77078513,0.010858941
2,42,A,3,58.15450671,0
2,23,B,5,68.03087595,0.005943038
9,22,A,5,79.69475712,0
2,2,C,5,65.21235642,0.006110719
7,32,B,3,86.64008399,0.000658458
1,44,B,2,44.36098138,0
6,66,A,5,113.5039997,0.001217173
2,26,A,2,31.03433956,0.003562182
1,71,B,5,57.70219552,0
6,39,A,4,104.6229357,0.000573216
5,41,B,3,118.6078326,0
3,32,A,1,14.35727435,0.005972706
5,4,C,3,26.70136643,0
6,95,B,1,13.23109976,0.002587304
6,49,A,1,13.59494529,0.004351148
2,17,A,3,42.96459602,0
5,81,C,3,51.18823774,0
7,87,A,5,42.25646862,0
7,1,A,4,47.95163799,0.007501498
3,21,B,2,49.40455818,0.013192999
3,62,C,4,73.77500073,0
1,97,B,4,69.72596447,0
2,37,A,2,50.83948408,0
7,32,A,1,9.220399538,0
5,99,A,2,53.12581749,0
7,78,A,3,44.72914009,0
8,51,B,1,19.38268442,0
2,30,B,3,72.26224273,0
7,14,A,4,28.66420989,0.004578124
5,6,C,4,28.26134546,0.003176608
1,94,B,3,94.65977742,0.003915353
10,32,A,5,74.53693373,0.002449242
3,97,C,1,19.31789479,0.001045113
5,32,A,5,42.3688916,0
9,52,C,1,13.66893773,0.005853317
6,21,A,5,84.65286836,0.005276121
8,23,B,1,23.90129118,0.001753826
2,12,A,2,19.05074477,0
7,32,A,2,41.47160436,0
5,42,B,4,69.53020016,0
5,94,C,4,62.92404926,0
7,81,C,4,11.41107545,0
2,65,C,1,16.33862277,0.001257339
6,94,A,2,86.83830916,0
4,33,A,3,86.96239916,0
8,2,A,4,42.07409106,0.001569492
7,77,B,5,73.45798512,0
5,98,A,3,46.47698679,0.01005449
4,22,A,4,75.63278765,0
2,46,B,4,57.24490926,0.005138529
2,20,A,4,33.9809791,0
4,18,B,3,79.9869815,0
10,27,B,5,36.78285578,0.003874539
6,17,C,4,90.78887847,0
7,70,B,5,87.9357779,0.012650616
7,84,C,1,14.82214014,0
8,0,C,2,80.17580214,0.003406192
3,33,A,4,61.57941875,0.005586148
4,18,A,1,13.10139243,0
3,55,C,3,69.07679605,0
7,17,B,1,15.90264047,0
8,54,C,1,19.56282568,0
4,9,C,4,116.4846602,0
8,38,C,3,53.38602778,0.001909953
7,42,B,5,55.76614339,0.005174081
5,89,C,4,39.01869965,0
10,37,A,1,19.40725423,0
5,97,A,5,34.82786486,0.008582632
4,47,B,4,66.76419162,0.003812578
2,6,A,4,48.75614801,0
8,8,A,4,52.92293141,0
4,79,A,2,99.97051978,0.003011629
9,9,C,1,14.68582069,0.331979019
10,38,C,4,50.2124065,0.005410709
5,87,B,3,51.34637244,0
4,43,C,3,87.96488781,0.005169467
5,77,C,2,29.51275293,0
9,56,B,4,75.87254667,0
8,48,A,4,76.02388454,0
5,86,A,3,34.6932769,0
2,47,A,3,39.75209401,0.002233486
5,73,C,2,35.28277499,0.001114981
8,24,C,5,26.35493522,0.001125458
10,26,B,5,54.27284807,0.007334077
8,19,B,5,79.42542417,0.006835125
6,5,A,3,93.50505614,0.003777668
9,42,C,1,19.43654801,0.005739592
3,37,B,5,57.07897004,0
1,83,A,2,69.40904979,0
10,99,A,4,59.39136129,0
10,36,C,5,54.29876189,0
5,81,A,3,89.02113865,0
10,11,B,5,44.9806047,0
1,70,B,5,69.86451006,0
9,95,B,4,65.99060899,0
9,11,B,3,56.94015152,0.000174091
3,50,C,1,23.59699834,0.006638715
6,41,C,3,85.23887453,0.002651994
5,23,A,1,18.22189316,0
3,82,B,4,55.84579525,0
5,20,A,2,44.8601052,0.009147895
1,91,A,5,28.72588813,0.003750652
8,19,A,3,60.96102465,0.003778167
7,90,C,4,62.02472071,4.88E-05
4,27,A,3,65.20414601,0.003010697
3,30,A,3,78.59159726,0.007819953
2,93,B,4,68.98665263,0
7,55,C,2,53.05946402,0.003530701
3,21,A,2,56.43415229,0
1,32,C,4,73.0422755,0.002948928
9,43,C,1,13.75803843,0.006820774
7,65,C,4,54.07034575,8.26E-06
1,47,A,4,46.12617805,0.001377025
2,72,B,3,37.96317225,0.003316171
5,77,B,2,51.42365181,0.000939945
3,90,B,4,59.98904956,0
10,13,A,3,54.15548111,0.00236206
4,15,C,4,89.76327229,0.010366466
1,75,A,3,127.2057122,0
9,18,A,3,95.53803702,0
2,57,A,2,32.85493517,0
1,56,A,4,63.96229826,0.007972225
10,68,B,4,57.03406386,0
1,45,C,4,87.40679793,0.00031333
7,23,A,5,27.19546636,0.000391151
5,50,C,3,32.25219119,0.002998455
7,25,B,4,69.44200657,0.006616401
8,34,B,4,73.12194387,0.004222446
1,48,C,1,13.25299199,0
10,31,A,5,58.86586766,0.00648663
4,97,B,1,11.51401948,0.007901415
4,39,B,3,91.54154152,0
6,32,C,1,18.26707114,0.00452468
8,9,A,4,64.0348434,0.000625234
7,1,A,5,25.15458458,0.002081049
5,43,B,4,59.47659649,0.0075203
1,13,A,2,44.54301984,0
9,98,B,3,42.87140863,0
8,77,B,3,82.15717521,0
1,36,C,3,97.64318065,0.002226243
7,20,C,5,58.16449497,0
1,80,A,5,26.46130745,0.335466551
3,18,C,3,78.33316591,0.003494689
4,21,A,1,14.83470115,0
9,67,A,3,89.73308729,0.00395437
1,82,B,3,76.72198265,0.002705771
10,40,C,2,15.35109781,0.008776862
9,21,A,2,87.08795518,0
8,18,A,5,67.93720729,0
2,65,B,2,67.68331412,0.005009856
1,51,B,5,56.3487127,0
7,96,C,2,29.72155831,0.00500028
4,81,C,4,80.9686424,0.001981242
8,23,A,4,54.73894959,0
8,41,A,3,74.88324471,0.004382259
3,71,A,3,57.51164351,0.002005221
6,58,B,1,16.55459707,0
9,75,A,5,126.6950463,0.000754435
5,66,B,4,72.68930606,0
4,69,C,2,92.36015058,0.007685187
6,44,B,1,13.29919322,0.003894616
7,47,A,1,13.26889684,0
10,18,B,3,58.94599921,0.000884834
7,72,C,2,25.02682096,0
2,56,A,3,69.98603178,0
5,46,B,4,74.29920222,0.001823287
8,93,A,5,67.42692261,0.002535758
4,88,B,2,81.71504664,0.010751821
7,25,B,2,51.60842573,0
8,46,A,4,58.18708387,0.006685592
10,45,A,4,61.29850603,0
10,5,A,5,67.59388669,0
8,64,B,1,18.46981585,0.001601413
10,65,A,2,66.88208754,0.004022554
1,56,C,2,60.92554387,0.012031972
2,85,C,3,114.4928392,0
1,37,C,4,60.82184224,0
4,61,A,5,103.1791454,0
4,87,A,3,72.65545451,0.003446426
7,93,A,3,52.43917905,0.001970863
10,44,A,3,55.51034015,0
5,17,A,2,31.77981208,0.005433138
4,8,B,1,17.56564825,0.014838901
3,6,A,2,75.12067464,0.003275128
5,37,C,1,14.18659538,0.003823237
4,98,A,3,51.5499292,0
6,14,C,1,16.06559441,0
9,9,C,4,77.15939238,0.329976523
9,1,B,3,55.5642152,0.006337798
7,81,A,2,37.02065022,0
5,24,B,5,76.32957307,0.000104051
2,71,C,4,50.61723914,0
6,8,A,4,101.9863252,0.007178733
6,14,C,4,82.23090787,0
9,4,A,4,106.7590974,0.006760779
1,59,B,2,89.40790881,0
1,65,C,2,79.89165935,0
9,27,C,4,90.05761463,0
8,7,C,1,15.48524317,0
10,98,A,3,50.51485508,0.01133861
10,40,A,3,62.76609732,0.003272429
8,41,C,5,71.05064483,0
4,16,B,1,12.93816977,0
10,17,A,2,69.88316343,0.003915482
4,1,C,4,120.7623086,0.004061156
5,36,B,3,97.21020312,0.001237554
5,63,A,3,75.03581279,0.00213473
2,98,A,2,28.47310619,0
8,71,C,4,68.90601891,0
3,86,A,4,69.76648119,0
9,46,B,2,57.91467405,0.00517844
8,34,A,2,58.58146202,0
7,44,B,5,41.51983164,0
7,86,B,4,76.70660119,0
3,70,A,3,54.20665394,0.005581507
9,51,B,5,58.00256749,0.002427047
3,48,B,3,68.32499703,0.008040215
5,23,C,2,31.65644684,0
8,26,B,1,13.90047825,0
6,47,A,4,62.32897444,0.003154621
7,96,A,1,14.71039827,0.001072481
9,24,C,1,13.65719351,0
6,23,B,2,125.5407182,0.001998881
8,81,C,4,58.29468691,0
10,20,A,4,58.54945095,0
4,10,A,2,88.45455891,0
9,70,B,5,103.2977313,0
4,10,C,4,93.6261945,0.001749829
4,86,B,3,74.84660631,0
9,75,B,5,131.4320973,0.000113154
2,58,B,4,72.82208703,0.004873527
1,31,A,4,50.56968669,0
8,92,C,5,78.22886456,0
3,12,B,5,21.68912273,0.005257958
8,74,B,5,79.00640223,0.001070051
5,12,C,4,33.29007435,0.004098831
2,5,C,4,111.2403594,0
1,22,A,2,32.41490222,0.004877187
5,89,A,2,63.13987559,0.006267453
9,5,C,3,82.57002643,0.003520199
5,65,C,4,54.88414198,0
3,66,B,4,68.83897537,0
7,16,A,4,23.12775403,0
4,30,A,3,86.24629416,0.012076492
7,76,C,4,44.9528939,0.000425288
6,61,B,3,84.70446792,0.00758946
5,75,B,4,112.1275499,0.009542151
4,61,C,4,80.08038311,0.004106679
1,52,C,4,54.93768311,0
1,12,B,4,52.99000093,0
9,19,B,4,72.92321819,0.002483391
8,6,A,2,54.50785118,0
4,76,B,5,88.25644197,0.006621389
7,11,A,4,34.46918643,0
3,85,A,2,72.99188734,0.006095171
1,2,A,2,46.68355984,0
8,69,A,4,77.42717007,0.001446406
4,61,A,3,103.2210187,0.005439695
3,79,B,4,48.72191974,0
9,86,B,3,98.22410223,0
3,17,B,2,60.96895055,0.000681765
7,69,A,2,34.20492793,0.002729776
10,40,B,5,37.89752245,0
9,89,C,4,127.8424407,0
4,49,C,5,98.07806387,0
2,37,C,2,57.94967926,0.006373492
9,47,B,2,68.83663214,0
10,90,A,4,60.50453395,0.004744035
6,61,B,5,58.34745648,0.015092831
8,3,B,3,72.8191128,0
4,53,B,3,76.32940927,0
5,77,A,3,56.17220726,0
5,76,B,2,49.33924332,0
10,68,C,3,55.19100559,0.000159145
8,85,B,3,87.47792649,0.001536583
2,48,B,3,89.34219765,0.002049653
5,25,B,3,76.22228959,0
1,73,C,4,66.84154087,0
5,18,B,2,65.79945196,0
9,75,C,1,17.15335513,0
9,18,B,3,71.25069301,0.002565952
3,79,A,4,52.96972196,0.005792234
1,14,B,2,60.2066827,0
1,6,C,4,57.87228056,0
9,62,B,1,29.34169062,0
9,37,A,3,67.83394139,0
6,38,A,5,78.71032027,0.000775396
1,77,C,2,63.51481955,0.004487356
1,10,B,4,67.01735651,0.33577433
8,1,A,1,16.80118759,0
6,18,C,5,52.80961862,0.005650703
8,64,C,5,72.46735485,0.002375681
3,89,B,4,62.6571671,0.005308126
6,18,C,3,87.6492601,0
6,70,B,1,16.13003089,0.005465172
7,26,C,4,47.50634532,0
8,51,C,1,14.60930549,0.004583424
2,78,A,4,59.44607282,0
7,56,A,5,39.43701163,0
5,16,C,5,26.84628182,0.000714697
9,1,C,2,35.6133639,0.003336991
7,85,A,2,62.85722557,0.004511792
4,15,B,3,81.1775258,0.002281582
10,87,C,5,55.17428013,0.00645148
5,75,A,5,97.64841166,0
10,74,C,2,77.52848047,0
6,94,C,3,92.9225794,0.004431333
3,61,A,5,30.9889261,0
1,80,A,4,43.19244086,0.329352068
8,36,C,2,63.05515033,0.008001244
7,88,A,5,47.67604067,0
2,71,C,5,50.89044065,0.004597054
3,43,B,2,65.77424232,0
6,74,B,4,120.124298,0
6,88,B,1,21.11585553,0
1,33,B,5,59.79070314,0.008442316
7,88,B,2,19.70500538,0
8,57,C,5,60.19976965,0
3,17,B,3,54.35821564,0.003277391
5,25,B,5,60.29757109,0
8,94,C,1,18.57929717,0.00453182
2,59,A,3,86.70399821,0.008442691
7,72,A,3,12.1994544,0.005182206
6,82,A,3,86.4041996,0
2,95,C,5,86.73082221,0.006264282
10,57,B,4,46.88456302,0.005914305
5,51,B,1,12.12270266,0.00691031
7,7,C,5,64.5528644,0.005869646
5,8,B,2,59.65848001,0
10,78,C,1,13.99187219,0
5,62,C,2,52.12243569,0.001929639
7,56,C,5,43.02986643,0.003653465
6,59,A,2,100.4713782,0
4,70,C,4,58.51487592,0.002891999
8,1,B,4,31.83772375,0.000674187
2,68,A,2,57.59365375,0.010809643
5,49,A,5,28.61736318,0
4,78,A,2,86.82283561,0
1,63,C,2,64.01649898,0.004542605
5,84,B,4,70.85117835,0.001606108
8,41,C,3,64.37329777,0.00184708
3,23,B,1,22.08697964,0.010382347
1,45,C,3,81.15934693,0.00308491
8,17,A,2,50.45023977,0
10,86,B,3,56.36063461,0.002429812
8,4,C,5,93.19821775,0
5,2,B,5,52.31196945,0.00530263
4,7,A,4,98.70860782,0
4,20,C,5,98.31357762,0.00382419
3,1,C,3,91.01739744,0.003376468
6,43,B,2,62.97736954,0
2,77,A,4,59.48259636,0
2,15,C,3,74.21752624,0.001363776
9,87,A,5,99.1373057,0.004046292
4,6,B,3,87.37490883,0
3,14,B,5,59.3590348,0.002255162
9,71,C,5,38.39975552,0.001662043
8,96,A,4,67.76524888,0.007052042
4,97,A,3,81.18597589,0
10,8,C,4,63.99980042,0
10,54,C,5,83.61512839,0.010746349
4,13,B,1,11.16457716,0.000894261
2,0,C,2,102.6974867,0
8,48,C,4,68.57668869,0.002702169
9,80,A,3,31.30454677,0.323897528
9,61,B,1,22.26035287,0
9,54,A,2,102.6501318,0.003118383
4,65,B,2,93.10307777,0
9,47,C,5,85.66455782,0.003743685
4,51,A,3,95.67903268,0.012890864
1,51,B,2,76.85857496,0
2,69,C,2,59.11587627,0
6,75,C,5,85.84781761,0
6,3,B,2,82.39696721,0
10,55,A,4,61.85898744,0
9,94,C,5,116.0924778,2.19E-05
9,35,B,1,22.04114271,0
5,55,B,1,11.95957906,0.006635786
8,65,A,4,66.57153831,0.001843064
3,78,A,1,11.22677793,0
8,58,A,2,61.97333022,0.020028821
8,32,B,4,86.56183874,0
7,90,A,3,60.23727089,0.002172126
2,24,B,5,77.22340074,0.00045183
4,56,A,5,85.18469921,0
10,53,A,1,13.94291755,0
10,95,B,1,14.52583082,0.002330918
2,5,B,5,76.41292277,0
10,17,A,4,68.54154911,0.006503513
1,15,B,1,13.4650342,0.007770943
3,72,A,4,51.33212436,0.012454938
8,29,C,4,61.81854533,0
4,29,B,5,64.24980771,0
3,59,A,4,72.58248856,0.004541818
2,95,B,5,49.16122979,0.005443726
9,83,C,2,80.67313968,0
10,28,B,3,32.95731693,0
7,90,B,1,18.00010244,0
2,2,A,5,34.6623146,0
8,51,B,2,67.94355992,0.008647168
5,92,B,4,51.10862231,0.004764016
6,24,B,1,18.90338191,0
8,18,A,2,55.7337236,0.003131297
7,59,A,5,56.48931513,0
10,28,A,5,61.9366292,0
7,74,B,2,73.13932619,0
7,95,A,3,24.08849255,0.007601727
1,77,C,3,74.49588489,0.001453538
8,85,C,4,100.3936825,0.007138494
9,85,A,5,102.7838544,0.000585877
4,87,B,2,74.1791283,0.006133643
3,69,C,5,61.23235652,0.004990961
3,39,A,3,26.10115886,0.000523105
1,44,C,4,75.11896981,0
1,64,B,2,87.20031382,0
10,21,A,1,14.49992182,0
5,53,A,5,39.55511991,0
2,31,A,3,28.40899855,0.003390156
6,32,C,3,103.8140661,0
3,62,A,1,15.49862029,0.0024439
2,33,B,2,49.82558752,0
10,60,B,2,41.07499214,0.005526188
7,78,A,4,51.64625606,0.002644039
3,90,C,5,43.28329007,0
5,19,B,2,64.84997685,0.003332702
10,43,B,2,52.03384723,0
6,82,A,2,72.29939867,0
8,92,C,3,76.04760057,0.000111649
6,52,A,4,81.28801441,0.00200686
4,13,A,4,86.11514978,0
1,18,B,3,56.64599153,0
6,0,B,2,102.0983933,0
4,43,C,2,68.34556383,0
5,13,C,3,32.56551112,0
10,35,A,1,14.07708462,0.003498579
4,55,A,4,75.99469073,0.002836223
4,97,C,3,78.84900955,0
2,98,B,2,41.37006295,0.009054575
1,10,B,2,79.93377729,0.340250959
4,97,A,2,59.70817705,0.002600565
8,83,C,4,82.77834299,0
5,75,A,3,125.0568954,0.004224172
9,36,A,2,68.78661435,0
8,76,C,3,60.17268375,0
7,70,A,5,45.27854501,0
10,46,B,4,49.42311596,0
6,43,B,3,76.38316896,0.00678992
5,30,C,4,27.94935058,0
4,92,B,3,79.05810087,0
1,81,C,3,62.72576673,0
6,8,A,3,112.081999,0
2,7,B,3,76.43370319,0.007816402
5,3,A,2,57.81276253,0.004514951
1,53,A,2,59.37475939,0.01011927
7,10,C,1,14.13126352,0
5,68,A,3,53.7306958,0.004108475
5,66,B,3,78.64831928,0.010289968
10,15,A,2,68.54065067,0.004331143
5,52,C,3,42.40651926,0.004693158
8,27,B,4,71.67974341,0
6,61,B,4,12.11322548,0.000328608
10,64,B,1,17.92694123,0
8,80,B,2,39.30744905,0
9,82,B,3,64.57299461,0.000595384
2,55,B,1,10.92169561,0.002099472
1,20,A,3,42.87159365,0.001390827
2,14,A,3,38.02197137,0
3,81,A,5,64.6326205,0.001677707
10,4,B,3,39.87274036,0
7,8,B,1,17.65908458,0
7,70,B,1,10.78742466,0
7,96,B,2,94.24322422,0
9,54,B,4,86.64415007,0
8,41,C,2,65.84105564,0
6,52,B,5,71.90342252,0
8,47,C,1,15.23154711,0.014256117
6,46,B,3,70.03068941,0.003276384
8,27,C,2,62.43827533,0.004128944
7,65,C,3,65.67904634,0
9,31,B,2,56.82173617,0.008036729
10,8,B,3,41.31140668,0.009187071
8,27,A,2,58.84947565,0.004781109
4,69,A,2,84.12609873,0.005688005
3,11,B,4,49.99120153,0
8,35,A,2,66.69072397,0
8,61,A,3,67.45630673,0
3,31,B,1,15.94333295,0
1,68,C,2,67.69447923,0.000497104
3,63,B,1,29.07569753,0.010396771
3,96,A,3,61.35702168,0
4,45,B,2,91.82047835,0.000627093
2,33,B,3,45.71632802,0
2,72,C,3,47.35400294,0.008478084
3,41,A,4,82.49857832,0.008603868
8,0,B,4,80.79322744,0.008010607
2,78,C,4,62.2377339,0
8,81,A,5,56.28550348,0
1,63,A,3,58.39323602,0.003291973
5,46,B,5,70.34775975,0
10,94,C,4,69.95878603,0.006722009
10,3,C,5,70.20191403,0
8,59,C,2,82.68805051,0
3,28,B,3,55.63378699,0.001327343
4,54,A,5,96.42838877,0
9,73,C,2,38.77712803,0
3,53,C,2,67.14629518,0
3,26,B,2,61.47391749,0
7,95,A,5,31.7281935,0
7,57,A,4,35.15202572,0
4,0,C,2,120.9434759,0.004127896
4,20,A,3,93.2722948,0
4,74,B,3,66.29851391,0.002488523
2,44,C,4,65.43564,0
2,48,A,5,45.86190828,0.00601395
8,93,A,1,11.54688686,0
10,46,C,2,42.91071,0
4,84,A,4,95.13239636,0
1,73,A,5,62.0901161,0.00166019
3,30,A,1,15.51095408,0.003881118
5,3,C,3,34.89311823,0.002511985
2,17,B,4,64.72081628,0
8,84,C,3,62.35688021,5.78E-05
5,63,C,4,45.21759036,0.000454366
3,41,B,2,75.35316987,0
9,56,C,2,62.43199471,0
9,86,A,2,80.28465989,0
5,36,B,5,45.40578532,0
8,82,A,2,71.4650264,0.001951294
4,42,C,3,89.80973741,0
6,59,B,5,116.9740104,0.001300558
10,63,C,1,16.13866044,0
3,39,B,2,75.00541784,0.00578949
10,3,B,5,53.45795749,0.003609306
5,75,C,5,116.3793491,0.003596846
3,44,B,1,12.69611723,0.001205406
10,2,B,2,45.62231717,0
2,4,C,4,41.18923848,0.006472268
2,91,A,3,42.55455123,0
4,17,B,2,81.41801841,0.008825335
9,73,B,5,80.80727865,0.000463408
5,10,C,4,22.73269656,0.000119002
3,25,B,4,61.96292073,0
10,76,A,3,66.38905573,0
10,40,A,4,63.34627329,0
9,24,C,5,94.31094852,0.004214086
10,29,A,4,75.33752873,0.00235181
7,25,C,2,70.19259436,0
4,94,A,4,110.8316157,0
3,56,C,1,14.55212105,0
3,12,C,5,56.88363216,0
6,63,B,4,65.16823192,0
3,5,B,2,54.67612688,0.004136843
10,59,A,2,41.23603696,0
10,35,A,3,62.60971784,0.002105453
7,86,A,4,51.75863218,0
2,50,A,4,28.7299677,0.000731617
1,59,A,4,77.68138712,0
10,43,C,4,71.97554174,0
8,15,B,5,80.61708972,0
3,99,B,2,59.69343554,0
4,41,A,5,107.617872,0
6,22,C,5,86.8501528,0
3,93,B,1,18.00809215,0
1,94,C,4,88.72458178,0
4,0,A,5,126.6231787,0.002261732
2,50,A,3,43.27467462,0.001244216
9,16,A,5,62.30335987,0
4,49,A,1,14.37595597,0.002770441
5,5,A,5,42.09178405,0
10,96,B,1,17.18654838,0
3,50,B,3,48.50446686,0.003917373
6,17,B,2,78.65046555,0.013076064
6,7,B,1,15.56981371,0.007449012
9,34,C,3,88.55922526,0.330207555
3,8,B,4,79.75088456,0
3,58,C,4,67.98804927,0
9,91,A,5,23.0032605,0.000507095
1,80,B,4,39.72358987,0.003681301
5,0,A,4,58.16942628,0
2,64,A,4,69.71024258,0
9,12,A,2,23.92055948,0.000529477
9,89,C,2,109.9487214,0
10,52,A,3,55.84986248,0
7,31,A,4,17.52878225,0.003445697
9,37,C,5,33.43274707,0.004467518
1,58,A,2,26.24507335,0
5,43,C,1,12.1005542,3.46E-05
8,0,B,5,77.54330812,0
7,36,B,5,98.75646579,0
7,62,A,4,55.91395503,0
4,15,B,2,88.26774039,0.000534685
2,33,B,4,55.98247398,0
6,35,A,5,118.8883702,0
7,11,C,5,35.68284046,0.002519952
7,0,B,5,74.27077662,0
10,70,A,3,53.34118423,0.004700961
5,79,B,4,46.44691338,0
7,83,C,2,58.76326233,0
2,81,A,2,34.0117266,0
1,67,A,5,62.79888275,0.000511935
4,33,A,2,89.21656728,0
10,51,C,5,53.21243403,0
8,7,B,5,90.28202021,0
10,23,B,2,50.29887893,0
2,57,A,5,57.8408634,0.000362072
4,8,C,1,21.51733609,0.008850309
8,19,C,2,91.41684377,0.0012311
1,19,B,4,55.2042283,0
8,70,C,3,63.9273331,0
6,95,A,2,52.37555543,0.001797683
9,63,C,4,69.67395411,0.008241949
2,31,B,5,46.08132106,0.000897426
9,23,B,4,50.00962706,0
7,82,B,4,56.84117675,0
4,12,B,2,63.78232658,0
10,73,C,3,63.18251896,0
4,89,C,5,93.30949357,0.005918815
2,93,C,5,100.7588072,0.006287602
9,80,C,3,66.36439893,0.003315323
2,60,B,5,70.76232284,0.00258169
3,47,C,1,19.64346264,0.003396855
10,27,C,5,78.20409401,0.003517781
10,44,A,5,53.17298057,0
10,52,C,5,47.12769995,0
1,0,A,4,50.16901469,0
10,14,B,5,46.80788136,0.003932857
4,2,B,2,66.56680127,0.002535601
4,82,A,4,80.3413425,0.004109762
8,69,C,1,15.63552651,0
4,89,B,5,73.55808651,0
2,95,A,2,36.35310629,0.000336008
10,7,A,5,69.80401577,0
8,86,A,2,70.61392137,0
6,8,B,3,86.05397595,0.001776162
4,70,C,5,76.54695869,0.001454876
2,41,A,5,90.76525071,0.002627179
3,41,B,3,96.52563773,0.010001604
7,90,A,1,13.42966587,0.000391717
1,27,B,2,57.92063806,0
1,99,C,3,51.00005166,0
3,55,C,1,13.71117177,0.00340892
1,69,C,2,93.46110505,0.994336702
4,52,C,3,77.61295379,0.002327961
5,1,A,2,49.99771128,0.004393014
2,29,C,2,47.25149888,0
8,1,A,3,49.88271657,0.006495323
8,74,A,3,65.28446633,0
8,80,A,3,60.73213995,0
9,96,B,5,79.67647817,0
10,52,C,2,18.8126951,0.00339686
3,11,A,4,50.66650857,0.001390718
5,45,B,1,14.77485964,0.006633393
3,44,A,2,60.0872454,0
8,39,A,5,56.73179475,0
4,31,C,2,76.25586909,0
10,65,C,4,66.66200315,0
9,8,B,2,56.22728602,0.011112064
8,15,A,5,75.69524283,0.008612057
1,22,C,2,30.54669189,0
10,52,B,2,40.36694121,0.010507853
10,59,C,4,80.54115916,0.011645784
